STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/6/2021,0.01,0,,77,64,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/6/2021,0.02,0,70,73,67,1,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/7/2021,0,0,,71,61,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/7/2021,0,0,,73,64,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/7/2021,0,0,,72,62,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/7/2021,0,0,,69,63,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/7/2021,0,0,70,80,65,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/8/2021,0,0,,77,60,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/8/2021,0,0,,76,62,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/8/2021,0,0,,78,63,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/8/2021,0,0,,73,60,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/8/2021,0,0,71,78,66,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/9/2021,0,0,,78,62,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/9/2021,0,0,,76,62,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/9/2021,0,0,,79,63,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/9/2021,0,0,,72,60,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/9/2021,0,0,70,74,65,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/10/2021,0,0,,72,64,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/10/2021,0.02,0,,71,62,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/10/2021,0,0,,,63,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/10/2021,0.08,0,,68,60,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/10/2021,0.04,0,69,74,65,1,,,,,,1,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/11/2021,0,0,,71,63,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/11/2021,0,0,,71,63,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/11/2021,0,0,,74,64,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/11/2021,0,0,,69,61,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/11/2021,0,0,67,69,65,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/12/2021,0,0,,68,61,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/12/2021,0,0,,70,63,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/12/2021,0,0,,65,61,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/12/2021,0.06,0,68,73,64,1,,,,,,1,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/13/2021,0.03,0,,71,64,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/13/2021,0,0,,72,63,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/13/2021,0.05,0,,72,64,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/13/2021,0.03,0,,68,61,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/13/2021,0,0,69,74,66,1,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/14/2021,0,0,,74,57,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/14/2021,0,0,,73,59,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/14/2021,0,0,,72,59,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/14/2021,0,0,71,81,62,1,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/15/2021,0,0,,79,57,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/15/2021,0,0,,78,60,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/15/2021,0,0,,82,61,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/15/2021,0,0,,75,59,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/15/2021,0,0,71,81,63,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/16/2021,0,0,,84,59,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/16/2021,0,0,,83,63,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/16/2021,0,0,,78,60,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/16/2021,0.3,0,70,81,56,1,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/17/2021,0.35,0,,80,48,,,1,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/17/2021,0.38,0,,82,49,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/17/2021,0.29,0,,80,49,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/17/2021,0.28,0,,76,49,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/17/2021,0,0,59,67,50,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/18/2021,0,0,,65,41,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/18/2021,0,0,,64,45,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/18/2021,0,0,,66,48,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/18/2021,0,0,,60,44,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/18/2021,0,0,58,70,48,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/19/2021,0,0,,67,38,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/19/2021,0,0,,70,42,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/19/2021,0,0,,65,41,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/19/2021,0,0,60,75,47,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/20/2021,0,0,,73,46,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/20/2021,0,0,,73,44,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/20/2021,0,0,,73,43,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/20/2021,0,0,,70,41,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/20/2021,0,0,65,78,53,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/21/2021,0,0,,76,44,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/21/2021,0,0,,76,48,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/21/2021,0,0,,77,49,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/21/2021,0,0,,72,47,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/21/2021,0,0,63,75,53,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/22/2021,0,0,,78,53,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/22/2021,0,0,,77,49,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/22/2021,0,0,,72,47,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/22/2021,0,0,67,71,56,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/23/2021,0,0,,69,50,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/23/2021,0,0,,70,52,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/23/2021,0,0,,65,53,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/23/2021,0,0,61,69,55,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/24/2021,0,0,,67,47,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/24/2021,0.05,0,,68,50,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/24/2021,0.01,0,,70,52,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/24/2021,0.01,0,,64,52,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/24/2021,0,0,61,70,56,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/25/2021,0,0,,70,52,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/25/2021,0.02,0,,69,53,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/25/2021,0,0,,72,54,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/25/2021,0,0,,66,51,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/25/2021,1.55,0,68,80,61,1,,1,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/26/2021,1.87,0,,79,58,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/26/2021,1.99,0,,79,59,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/26/2021,2.58,0,,76,56,,,1,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/26/2021,0.11,0,62,66,53,1,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/27/2021,0,0,,64,50,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/27/2021,0,0,,65,51,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/27/2021,0,0,,66,52,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/27/2021,0,0,,61,50,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/27/2021,0,0,59,72,53,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/28/2021,0,0,,70,45,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/28/2021,0,0,,67,47,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/28/2021,0,0,,73,48,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/28/2021,0,0,,66,45,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/28/2021,0,0,60,68,52,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/29/2021,0.15,0,,66,52,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/29/2021,0.22,0,,68,48,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/29/2021,0.25,0,,67,49,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/29/2021,0.35,0,,63,45,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/29/2021,1.15,0,60,63,57,1,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/30/2021,1.97,0,,59,55,,,1,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/30/2021,1.39,0,,60,55,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/30/2021,1.76,0,,62,57,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/30/2021,1.16,0,,59,53,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/30/2021,0.04,0,59,63,53,1,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,10/31/2021,0.05,0,,63,48,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,10/31/2021,0.1,0,,62,49,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,10/31/2021,0.03,0,,64,51,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,10/31/2021,0.02,0,,61,51,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,10/31/2021,0,0,59,69,52,1,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/1/2021,0,0,,67,44,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/1/2021,0,0,,60,43,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/1/2021,0,0,,67,49,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/1/2021,0,0,,64,50,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/1/2021,0,0,57,63,49,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/2/2021,0,0,,60,41,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/2/2021,0,0,,65,41,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/2/2021,0,0,,62,42,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/2/2021,0,0,,59,44,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/2/2021,0.1,0,50,53,44,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/3/2021,0.07,0,,49,33,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/3/2021,0.12,0,,47,34,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/3/2021,0.15,0,,51,35,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/3/2021,0.15,0,,48,35,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/3/2021,0,0,46,54,38,,,,,,,1,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/4/2021,0,0,,51,32,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/4/2021,0,0,,51,34,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/4/2021,0,0,,49,32,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/4/2021,0,0,46,54,39,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/5/2021,0,0,,53,29,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/5/2021,0,0,,57,31,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/5/2021,0,0,,,,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/5/2021,0,0,,50,29,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/5/2021,0,0,45,56,36,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/6/2021,0,0,,54,29,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/6/2021,0,0,,53,31,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/6/2021,0,0,,55,30,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/6/2021,0,0,,50,28,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/6/2021,0,0,45,58,34,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/7/2021,0,0,,56,35,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/7/2021,0,0,,55,30,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/7/2021,0,0,,57,30,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/7/2021,0,0,,53,28,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/7/2021,0,0,49,60,39,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/8/2021,0,0,,57,34,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/8/2021,0,0,,57,35,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/8/2021,0,0,,58,32,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/8/2021,0,0,,54,32,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/8/2021,0,0,54,70,43,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/9/2021,0,0,,69,37,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/9/2021,0,0,,67,38,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/9/2021,0,0,,70,40,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/9/2021,0,0,,65,40,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/9/2021,0,0,56,73,43,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/10/2021,0.02,0,,76,42,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/10/2021,0.03,0,,76,40,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/10/2021,0,0,,74,45,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/10/2021,0.02,0,,73,40,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/10/2021,0,0,60,73,49,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/11/2021,0,0,,71,43,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/11/2021,0,0,,70,43,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/11/2021,0,0,,72,45,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/11/2021,0,0,,67,44,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/11/2021,0,0,57,69,47,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/12/2021,0.84,0,,68,49,,,1,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/12/2021,0.9,0,,68,48,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/12/2021,0.68,0,,70,53,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/12/2021,0.46,0,,67,44,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/12/2021,0.64,0,62,66,49,1,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/13/2021,0.03,0,,64,38,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/13/2021,0,0,,63,41,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/13/2021,0,0,,65,41,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/13/2021,0.02,0,,61,45,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/13/2021,0.01,0,50,53,39,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/14/2021,0.02,0,,52,28,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/14/2021,0.2,0,,,32,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/14/2021,0,0,,,34,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/14/2021,0,0,,49,31,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/14/2021,0,0,42,50,34,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/15/2021,0,0,,50,32,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/15/2021,0,0,,48,34,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/15/2021,0,0,,48,40,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/15/2021,0,0,,45,31,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/15/2021,0,0,47,55,40,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/16/2021,0,0,,50,29,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/16/2021,0,0,,50,33,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/16/2021,0,0,,50,34,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/16/2021,0,0,,46,33,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/16/2021,0,0,45,54,37,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/17/2021,0,0,,54,34,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/17/2021,0,0,,55,35,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/17/2021,0,0,,57,37,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/17/2021,0,0,,52,34,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/17/2021,0,0,49,64,40,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/18/2021,0,0,,66,40,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/18/2021,0,0,,64,36,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/18/2021,0,0,,65,39,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/18/2021,0,0,,60,35,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.84721,-77.03454,4.1,11/18/2021,0.06,0,60,74,48,,,,,,,,
USC00180700,"BELTSVILLE, MD US",39.0302,-76.9315,44.2,11/19/2021,0.01,0,,73,41,,,,,,,,
USC00182325,"DALECARLIA RESERVOIR, MD US",38.9385,-77.1134,45.7,11/19/2021,0.1,0,,,,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,11/19/2021,0.05,0,,73,41,,,,,,,,
USC00448737,"VIENNA, VA US",38.89205,-77.28913,118.9,11/19/2021,0.08,0,,72,39,,,,,,,,
